sales_id,customer_id,product_id,store_id,date_key,quantity,unit_price,discount,sales_amount,payment_method
T000157,C00444,P0029,S108,20230210,2,4135.31,1508.39,6762.23,UPI
T000158,C01860,P0159,S078,20240323,2,2410.42,354.09,4466.75,UPI
T000159,C02479,P0203,S005,20240816,1,3047.43,431.25,2616.18,UPI
T000160,C02112,P0491,S008,20230708,3,945.83,100.22,2737.27,UPI
T000161,C03295,P0165,S064,20230722,4,277.1,110.43,997.97,Credit Card
T000162,C03885,P0254,S021,20250405,1,10758.68,760.46,9998.22,UPI
T000163,C02960,P0171,S088,20240621,3,1889.34,819.63,4848.39,UPI
T000164,C04182,P0295,S081,20240618,4,4019.49,3908.45,12169.51,Cash
T000165,C00518,P0225,S046,20231103,3,645.41,631.29,1304.94,Cash
T000166,C01975,P0453,S110,20240415,2,6362.86,1321.21,11404.51,Debit Card
T000167,C04644,P0379,S115,20250402,1,2179.36,215.37,1963.99,UPI
T000168,C04816,P0396,S069,20250909,8,589.39,6.84,4708.28,UPI
T000169,C03341,P0346,S063,20240710,4,665.12,422.02,2238.46,Debit Card
T000170,C02476,P0111,S062,20230405,1,3592.41,708.09,2884.32,Credit Card
T000171,C02709,P0019,S022,20250609,2,1117.15,132.25,2102.05,Credit Card
T000172,C04690,P0376,S033,20240326,1,9307.12,1063.57,8243.55,UPI
T000173,C03663,P0188,S100,20251112,2,2348.22,320.17,4376.27,UPI
T000174,C01825,P0416,S014,20240223,2,344.45,14.58,674.32,UPI
T000175,C00114,P0486,S038,20231207,2,12305.94,1915.44,22696.44,Net Banking
T000176,C03953,P0434,S034,20240410,2,21254.77,3734.07,38775.47,UPI
T000177,C03881,P0145,S097,20230221,1,198.71,7.44,191.27,UPI
T000178,C04361,P0319,S020,20231027,2,9376.83,1358.18,17395.48,UPI
T000179,C02866,P0164,S090,20230726,3,3621.47,586.96,10277.45,UPI
T000180,C04260,P0372,S026,20240805,2,1774.35,567.11,2981.59,UPI
T000181,C01683,P0304,S095,20250503,1,78102.14,5768.19,72333.95,Credit Card
T000182,C04254,P0036,S096,20250902,1,1404.24,149.41,1254.83,UPI
T000183,C04523,P0443,S065,20240611,2,6443.38,1632.62,11254.14,UPI
T000184,C00422,P0378,S102,20240119,5,702.38,683.28,2828.62,Debit Card
T000185,C04452,P0313,S083,20241019,1,13461.71,1971.76,11489.95,UPI
T000186,C01956,P0107,S103,20250901,1,19150.13,3625.75,15524.38,Credit Card
T000187,C00545,P0278,S026,20250118,2,7823.93,1403.07,14244.79,Debit Card
T000188,C02775,P0329,S099,20251124,2,903.75,53.51,1753.99,Debit Card
T000189,C04498,P0144,S054,20240118,1,16680.49,1088.99,15591.5,Debit Card
T000190,C00431,P0424,S080,20231222,1,67072.38,8694.1,58378.28,Credit Card
T000191,C02625,P0363,S056,20250721,1,1609.93,164.34,1445.59,UPI
T000192,C00985,P0315,S031,20250314,2,11015.39,1253.46,20777.32,Credit Card
T000193,C04232,P0187,S058,20230227,1,1807.93,320.79,1487.14,Debit Card
T000194,C00688,P0356,S058,20231231,1,1738.24,199.95,1538.29,UPI
T000195,C03047,P0208,S053,20241114,8,686.96,194.36,5301.32,UPI
T000196,C03234,P0246,S062,20240318,3,691.7,108.27,1966.83,Credit Card
T000197,C01256,P0389,S011,20231002,4,2815.22,2696.55,8564.33,Debit Card
T000198,C04632,P0460,S057,20231120,3,1346.15,108.39,3930.06,Cash
T000199,C00640,P0277,S085,20231003,1,3324.42,610.62,2713.8,Credit Card
T000200,C01543,P0155,S078,20250922,4,993.95,538.63,3437.17,Credit Card
T000201,C01382,P0322,S103,20241026,2,1370.98,144.97,2596.99,Cash
T000202,C00544,P0313,S073,20251121,1,13461.71,1329.41,12132.3,UPI
T000203,C02866,P0444,S073,20250720,2,6888.97,1392.27,12385.67,Cash
T000204,C02501,P0381,S013,20251129,3,1855.62,742.44,4824.42,Credit Card
T000205,C03852,P0349,S048,20240713,1,14640.46,857.36,13783.1,Debit Card
T000206,C01682,P0160,S007,20251029,2,14564.7,3073.66,26055.74,UPI
T000207,C04435,P0088,S100,20240304,2,4459.15,1021.95,7896.35,Credit Card
T000208,C03320,P0314,S039,20241228,1,1445.72,13.45,1432.27,UPI
T000209,C03461,P0015,S005,20230511,1,51133.95,4122.45,47011.5,Credit Card
T000210,C00162,P0002,S003,20240526,8,610.97,135.26,4752.5,UPI
T000211,C01947,P0179,S109,20240321,5,1718.35,855.9,7735.85,Debit Card
T000212,C01881,P0463,S097,20251018,2,3501.04,564.8,6437.28,UPI
T000213,C04289,P0248,S003,20241107,3,2127.5,442.04,5940.46,UPI
T000214,C00104,P0290,S059,20240916,2,1639.8,516.41,2763.19,Debit Card
T000215,C02255,P0442,S049,20241105,2,3867.74,947.28,6788.2,Net Banking
T000216,C01919,P0305,S050,20240406,2,11912.39,3527.28,20297.5,Debit Card
T000217,C04329,P0413,S006,20241119,2,67233.8,9782.29,124685.31,UPI
T000218,C04696,P0497,S041,20240218,1,14515.44,1753.49,12761.95,UPI
T000219,C00233,P0369,S053,20240805,1,116213.13,17133.24,99079.89,Credit Card
T000220,C02279,P0148,S120,20230930,1,3312.02,482.5,2829.52,Debit Card
T000221,C04093,P0348,S116,20241005,1,3131.64,429.89,2701.75,Credit Card
T000222,C04500,P0285,S080,20230827,4,1114.62,543.07,3915.41,UPI
T000223,C03120,P0174,S096,20241218,1,1469.41,37.1,1432.31,Cash
T000224,C01096,P0067,S117,20250801,1,19612.85,3399.25,16213.6,UPI
T000225,C03997,P0427,S080,20230806,2,335.48,19.36,651.6,Credit Card
T000226,C04366,P0387,S048,20240914,3,668.01,14.95,1989.08,Credit Card
T000227,C04974,P0490,S094,20231201,2,1266.01,21.57,2510.45,UPI
T000228,C01547,P0152,S059,20240825,3,344.8,79.07,955.33,Credit Card
T000229,C00650,P0411,S032,20241001,3,3685.58,802.37,10254.37,Credit Card
T000230,C03021,P0267,S040,20250420,4,2474.74,3687.87,6211.09,UPI
T000231,C04378,P0055,S055,20250119,2,23364.85,4477.03,42252.67,Credit Card
T000232,C01788,P0324,S093,20240229,3,3874.65,1697.22,9926.73,UPI
T000233,C04151,P0281,S003,20251119,4,532.31,66.59,2062.65,UPI
T000234,C02223,P0371,S011,20231214,1,1230.63,19.33,1211.3,UPI
T000235,C04293,P0180,S005,20251017,1,1311.43,20.53,1290.9,UPI
T000236,C04004,P0368,S088,20230501,4,4044.75,3031.59,13147.41,UPI
T000237,C04278,P0295,S105,20250629,3,4019.49,3748.93,8309.54,Credit Card
T000238,C02462,P0484,S050,20240605,3,893.58,196.61,2484.13,UPI
T000239,C03456,P0443,S082,20230510,1,6443.38,596.1,5847.28,Credit Card
T000240,C01335,P0173,S017,20230112,1,21472.32,3999.47,17472.85,Debit Card
T000241,C01502,P0331,S067,20230501,1,1608.02,94.79,1513.23,Debit Card
T000242,C02587,P0300,S118,20231020,2,12222.82,2295.82,22149.82,Credit Card
T000243,C04968,P0296,S069,20240728,5,711.27,124.42,3431.93,Cash
T000244,C00328,P0039,S117,20250314,2,11970.46,2245.08,21695.84,Credit Card
T000245,C01537,P0126,S079,20251210,2,12470.16,3994.94,20945.38,Credit Card
T000246,C03533,P0437,S059,20230911,1,7928.11,505.01,7423.1,Net Banking
T000247,C04395,P0040,S067,20240513,1,3177.05,476.42,2700.63,Credit Card
T000248,C04204,P0368,S077,20251216,3,4044.75,3311.12,8823.13,Debit Card
T000249,C02718,P0168,S081,20250411,1,2072.03,201.09,1870.94,Credit Card
T000250,C04630,P0026,S010,20230624,2,13714.79,2118.2,25311.38,Credit Card
T000251,C03419,P0288,S055,20240315,3,1771.4,432.71,4881.49,Net Banking
T000252,C02061,P0050,S037,20240621,4,863.47,705.93,2747.95,UPI
T000253,C00384,P0284,S064,20250920,1,116502.69,15817.96,100684.73,UPI
T000254,C02412,P0310,S029,20240614,2,13126.9,2447.71,23806.09,Cash
T000255,C00944,P0149,S062,20240208,1,20752.46,2453.44,18299.02,UPI
T000256,C01170,P0497,S058,20251101,2,14515.44,1788.07,27242.81,Debit Card
T000257,C00631,P0051,S055,20230723,1,10771.01,1601.1,9169.91,Credit Card
T000258,C01246,P0356,S040,20241014,2,1738.24,202.09,3274.39,Credit Card
T000259,C04440,P0228,S034,20230722,5,1606.88,1313.36,6721.04,Credit Card
T000260,C00556,P0276,S080,20250904,1,1230.58,99.1,1131.48,Credit Card
T000261,C04337,P0318,S108,20230826,3,1410.55,489.68,3741.97,Credit Card
T000262,C00010,P0423,S045,20250828,1,33144.43,1752.91,31391.52,Credit Card
T000263,C03944,P0006,S010,20241008,4,138.11,19.61,532.83,UPI
T000264,C02184,P0454,S119,20240206,1,1054.21,140.04,914.17,UPI
T000265,C00878,P0172,S025,20230703,1,1965.39,90.69,1874.7,UPI
T000266,C04229,P0188,S030,20250814,1,2348.22,234.44,2113.78,Debit Card
T000267,C03345,P0149,S068,20230523,2,20752.46,4661.98,36842.94,Credit Card
T000268,C00191,P0080,S039,20231112,4,719.75,249.21,2629.79,Credit Card
T000269,C00356,P0308,S006,20231029,2,549.73,75.93,1023.53,Credit Card
T000270,C01527,P0449,S049,20240921,1,113696.63,15508.53,98188.1,UPI
T000271,C00864,P0035,S091,20250118,2,37024.89,6219.26,67830.52,Debit Card
T000272,C02852,P0475,S012,20231020,3,1991.61,2068.28,3906.55,UPI
T000273,C04735,P0479,S058,20230927,2,94604.45,25306.23,163902.67,Credit Card
T000274,C04356,P0068,S018,20230102,3,1957.17,287.49,5584.02,UPI
T000275,C00598,P0076,S028,20250727,3,1291.18,187.61,3685.93,UPI
T000276,C03436,P0305,S009,20251128,2,11912.39,2276.09,21548.69,UPI
T000277,C02503,P0060,S020,20240504,1,6652.47,1311.31,5341.16,UPI
T000278,C01480,P0168,S101,20240805,2,2072.03,303.99,3840.07,Debit Card
T000279,C04669,P0268,S013,20230827,1,41975.58,3434.34,38541.24,Credit Card
T000280,C01113,P0066,S075,20240308,4,499.15,215.46,1781.14,Credit Card
T000281,C04504,P0216,S039,20240713,1,7293.23,906.54,6386.69,UPI
T000282,C02259,P0187,S064,20251214,5,1807.93,1760.95,7278.7,UPI
T000283,C02548,P0261,S061,20241121,1,1544.41,279.74,1264.67,UPI
T000284,C02641,P0128,S074,20241111,2,51506.13,5308.71,97703.55,UPI
T000285,C00723,P0434,S059,20250115,1,21254.77,1301.31,19953.46,Debit Card
T000286,C02942,P0321,S110,20240312,2,457.0,30.94,883.06,Credit Card
T000287,C03827,P0116,S012,20231014,1,20007.57,3556.64,16450.93,Cash
T000288,C01612,P0289,S059,20250402,2,68772.19,20000.87,117543.51,Credit Card
T000289,C00976,P0437,S017,20240131,2,7928.11,2867.72,12988.5,UPI
T000290,C04699,P0368,S074,20231213,1,4044.75,689.35,3355.4,Credit Card
T000291,C04079,P0377,S083,20230313,2,6009.24,2399.06,9619.42,Debit Card
T000292,C03223,P0029,S112,20240312,4,4135.31,6509.0,10032.24,Debit Card
T000293,C00565,P0026,S064,20231203,1,13714.79,1598.48,12116.31,Credit Card
T000294,C03148,P0095,S003,20230315,1,621.74,35.38,586.36,Debit Card
T000295,C02129,P0500,S090,20240828,2,2543.16,436.64,4649.68,UPI
T000296,C02905,P0029,S069,20240907,2,4135.31,2144.98,6125.64,Credit Card
T000297,C01331,P0398,S081,20250805,2,1168.47,352.87,1984.07,UPI
T000298,C04250,P0420,S025,20231202,2,7253.42,2073.85,12432.99,UPI
T000299,C00177,P0357,S098,20240916,3,4274.07,824.62,11997.59,Credit Card
T000300,C01954,P0068,S081,20250422,2,1957.17,179.89,3734.45,Credit Card
T000301,C04907,P0065,S022,20251123,2,2260.7,633.54,3887.86,Credit Card
T000302,C01619,P0274,S027,20230122,2,1635.49,399.58,2871.4,Cash
T000303,C00610,P0319,S110,20241009,2,9376.83,2135.93,16617.73,UPI
T000304,C04273,P0057,S014,20251003,3,1870.34,665.05,4945.97,UPI
T000305,C00797,P0168,S085,20240815,2,2072.03,560.83,3583.23,UPI
T000306,C03202,P0056,S078,20230722,4,1041.41,1131.29,3034.35,Credit Card
T000307,C01996,P0088,S051,20251217,3,4459.15,1063.82,12313.63,Net Banking
T000308,C02951,P0127,S023,20231106,2,11480.28,2093.36,20867.2,Credit Card
T000309,C04778,P0472,S074,20251211,3,354.25,82.72,980.03,Net Banking
T000310,C03151,P0353,S062,20240422,10,774.97,288.74,7460.96,Debit Card
T000311,C02867,P0254,S097,20240221,2,10758.68,2745.06,18772.3,UPI
T000312,C00918,P0100,S023,20230617,2,1058.56,46.37,2070.75,UPI
T000313,C03142,P0166,S006,20251225,3,2642.36,2404.52,5522.56,Debit Card
T000314,C00785,P0411,S117,20250703,3,3685.58,1305.64,9751.1,UPI
T000315,C03432,P0351,S041,20230616,1,962.12,356.97,605.15,Credit Card
T000316,C03606,P0250,S066,20250509,5,163.99,32.33,787.62,UPI
T000317,C00504,P0041,S071,20230418,2,1573.09,387.72,2758.46,UPI
T000318,C02999,P0494,S048,20250315,5,120.27,9.82,591.53,UPI
T000319,C04363,P0326,S021,20241026,2,1497.78,209.16,2786.4,Credit Card
T000320,C04877,P0093,S045,20251118,2,13499.24,2783.14,24215.34,Cash
T000321,C00337,P0432,S005,20230603,2,1838.01,325.5,3350.52,Debit Card
T000322,C02484,P0295,S091,20231113,4,4019.49,6273.86,9804.1,UPI
T000323,C01528,P0031,S048,20230828,2,918.19,147.69,1688.69,Credit Card
T000324,C02830,P0094,S097,20231006,1,4239.35,271.64,3967.71,Net Banking
T000325,C03062,P0345,S104,20250428,2,78819.34,23129.85,134508.83,Debit Card
T000326,C02100,P0229,S017,20240218,3,2321.33,885.06,6078.93,UPI
T000327,C01555,P0477,S042,20250830,2,675.69,140.08,1211.3,Credit Card
T000328,C02837,P0125,S112,20240626,3,1156.0,477.49,2990.51,Debit Card
T000329,C01698,P0371,S041,20231012,2,1230.63,26.67,2434.59,UPI
T000330,C01360,P0409,S055,20230818,1,22522.79,3219.23,19303.56,Cash
T000331,C00858,P0462,S066,20230402,2,3754.59,1062.74,6446.44,UPI
T000332,C03670,P0322,S067,20251103,1,1370.98,155.66,1215.32,Credit Card
T000333,C02548,P0151,S120,20240122,3,1408.49,622.77,3602.7,UPI
T000334,C01861,P0179,S050,20230511,1,1718.35,329.82,1388.53,UPI
T000335,C04043,P0339,S112,20230805,8,950.11,44.13,7556.75,UPI
T000336,C02609,P0449,S067,20250117,1,113696.63,10103.6,103593.03,UPI
T000337,C00578,P0478,S072,20250801,4,4359.48,4816.39,12621.53,Debit Card
T000338,C01308,P0437,S032,20240819,2,7928.11,2350.5,13505.72,Debit Card
T000339,C01041,P0500,S032,20230528,3,2543.16,692.85,6936.63,Net Banking
T000340,C03296,P0303,S046,20230620,1,114.3,3.94,110.36,UPI
T000341,C03976,P0366,S079,20251013,2,9068.38,2630.84,15505.92,Cash
T000342,C01583,P0340,S006,20250410,1,1306.61,257.58,1049.03,UPI
T000343,C03088,P0378,S070,20250517,3,702.38,124.5,1982.64,UPI
T000344,C02180,P0066,S024,20240621,1,499.15,96.01,403.14,Debit Card
T000345,C04739,P0353,S010,20230616,2,774.97,51.36,1498.58,Credit Card
T000346,C00995,P0181,S082,20231123,1,18795.78,1082.39,17713.39,UPI
T000347,C00186,P0137,S034,20240812,2,747.34,251.18,1243.5,UPI
