date_key,full_date,day,month,month_name,quarter,year,weekday,week_number,is_weekend
20230420,2023-04-20,20,4,April,2,2023,Thursday,16,False
20230421,2023-04-21,21,4,April,2,2023,Friday,16,False
20230422,2023-04-22,22,4,April,2,2023,Saturday,16,True
20230423,2023-04-23,23,4,April,2,2023,Sunday,16,True
20230424,2023-04-24,24,4,April,2,2023,Monday,17,False
20230425,2023-04-25,25,4,April,2,2023,Tuesday,17,False
20230426,2023-04-26,26,4,April,2,2023,Wednesday,17,False
20230427,2023-04-27,27,4,April,2,2023,Thursday,17,False
20230428,2023-04-28,28,4,April,2,2023,Friday,17,False
20230429,2023-04-29,29,4,April,2,2023,Saturday,17,True
20230430,2023-04-30,30,4,April,2,2023,Sunday,17,True
20230501,2023-05-01,1,5,May,2,2023,Monday,18,False
20230502,2023-05-02,2,5,May,2,2023,Tuesday,18,False
20230503,2023-05-03,3,5,May,2,2023,Wednesday,18,False
20230504,2023-05-04,4,5,May,2,2023,Thursday,18,False
20230505,2023-05-05,5,5,May,2,2023,Friday,18,False
20230506,2023-05-06,6,5,May,2,2023,Saturday,18,True
20230507,2023-05-07,7,5,May,2,2023,Sunday,18,True
20230508,2023-05-08,8,5,May,2,2023,Monday,19,False
20230509,2023-05-09,9,5,May,2,2023,Tuesday,19,False
20230510,2023-05-10,10,5,May,2,2023,Wednesday,19,False
20230511,2023-05-11,11,5,May,2,2023,Thursday,19,False
20230512,2023-05-12,12,5,May,2,2023,Friday,19,False
20230513,2023-05-13,13,5,May,2,2023,Saturday,19,True
20230514,2023-05-14,14,5,May,2,2023,Sunday,19,True
20230515,2023-05-15,15,5,May,2,2023,Monday,20,False
20230516,2023-05-16,16,5,May,2,2023,Tuesday,20,False
20230517,2023-05-17,17,5,May,2,2023,Wednesday,20,False
20230518,2023-05-18,18,5,May,2,2023,Thursday,20,False
20230519,2023-05-19,19,5,May,2,2023,Friday,20,False
20230520,2023-05-20,20,5,May,2,2023,Saturday,20,True
20230521,2023-05-21,21,5,May,2,2023,Sunday,20,True
20230522,2023-05-22,22,5,May,2,2023,Monday,21,False
20230523,2023-05-23,23,5,May,2,2023,Tuesday,21,False
20230524,2023-05-24,24,5,May,2,2023,Wednesday,21,False
20230525,2023-05-25,25,5,May,2,2023,Thursday,21,False
20230526,2023-05-26,26,5,May,2,2023,Friday,21,False
20230527,2023-05-27,27,5,May,2,2023,Saturday,21,True
20230528,2023-05-28,28,5,May,2,2023,Sunday,21,True
20230529,2023-05-29,29,5,May,2,2023,Monday,22,False
20230530,2023-05-30,30,5,May,2,2023,Tuesday,22,False
20230531,2023-05-31,31,5,May,2,2023,Wednesday,22,False
20230601,2023-06-01,1,6,June,2,2023,Thursday,22,False
20230602,2023-06-02,2,6,June,2,2023,Friday,22,False
20230603,2023-06-03,3,6,June,2,2023,Saturday,22,True
20230604,2023-06-04,4,6,June,2,2023,Sunday,22,True
20230605,2023-06-05,5,6,June,2,2023,Monday,23,False
20230606,2023-06-06,6,6,June,2,2023,Tuesday,23,False
20230607,2023-06-07,7,6,June,2,2023,Wednesday,23,False
20230608,2023-06-08,8,6,June,2,2023,Thursday,23,False
20230609,2023-06-09,9,6,June,2,2023,Friday,23,False
20230610,2023-06-10,10,6,June,2,2023,Saturday,23,True
20230611,2023-06-11,11,6,June,2,2023,Sunday,23,True
20230612,2023-06-12,12,6,June,2,2023,Monday,24,False
20230613,2023-06-13,13,6,June,2,2023,Tuesday,24,False
20230614,2023-06-14,14,6,June,2,2023,Wednesday,24,False
20230615,2023-06-15,15,6,June,2,2023,Thursday,24,False
20230616,2023-06-16,16,6,June,2,2023,Friday,24,False
20230617,2023-06-17,17,6,June,2,2023,Saturday,24,True
20230618,2023-06-18,18,6,June,2,2023,Sunday,24,True
20230619,2023-06-19,19,6,June,2,2023,Monday,25,False
20230620,2023-06-20,20,6,June,2,2023,Tuesday,25,False
20230621,2023-06-21,21,6,June,2,2023,Wednesday,25,False
20230622,2023-06-22,22,6,June,2,2023,Thursday,25,False
20230623,2023-06-23,23,6,June,2,2023,Friday,25,False
20230624,2023-06-24,24,6,June,2,2023,Saturday,25,True
20230625,2023-06-25,25,6,June,2,2023,Sunday,25,True
20230626,2023-06-26,26,6,June,2,2023,Monday,26,False
20230627,2023-06-27,27,6,June,2,2023,Tuesday,26,False
20230628,2023-06-28,28,6,June,2,2023,Wednesday,26,False
20230629,2023-06-29,29,6,June,2,2023,Thursday,26,False
20230630,2023-06-30,30,6,June,2,2023,Friday,26,False
20230701,2023-07-01,1,7,July,3,2023,Saturday,26,True
20230702,2023-07-02,2,7,July,3,2023,Sunday,26,True
20230703,2023-07-03,3,7,July,3,2023,Monday,27,False
20230704,2023-07-04,4,7,July,3,2023,Tuesday,27,False
20230705,2023-07-05,5,7,July,3,2023,Wednesday,27,False
20230706,2023-07-06,6,7,July,3,2023,Thursday,27,False
20230707,2023-07-07,7,7,July,3,2023,Friday,27,False
20230708,2023-07-08,8,7,July,3,2023,Saturday,27,True
20230709,2023-07-09,9,7,July,3,2023,Sunday,27,True
20230710,2023-07-10,10,7,July,3,2023,Monday,28,False
20230711,2023-07-11,11,7,July,3,2023,Tuesday,28,False
20230712,2023-07-12,12,7,July,3,2023,Wednesday,28,False
20230713,2023-07-13,13,7,July,3,2023,Thursday,28,False
20230714,2023-07-14,14,7,July,3,2023,Friday,28,False
20230715,2023-07-15,15,7,July,3,2023,Saturday,28,True
20230716,2023-07-16,16,7,July,3,2023,Sunday,28,True
20230717,2023-07-17,17,7,July,3,2023,Monday,29,False
20230718,2023-07-18,18,7,July,3,2023,Tuesday,29,False
20230719,2023-07-19,19,7,July,3,2023,Wednesday,29,False
20230720,2023-07-20,20,7,July,3,2023,Thursday,29,False
20230721,2023-07-21,21,7,July,3,2023,Friday,29,False
20230722,2023-07-22,22,7,July,3,2023,Saturday,29,True
20230723,2023-07-23,23,7,July,3,2023,Sunday,29,True
20230724,2023-07-24,24,7,July,3,2023,Monday,30,False
20230725,2023-07-25,25,7,July,3,2023,Tuesday,30,False
20230726,2023-07-26,26,7,July,3,2023,Wednesday,30,False
20230727,2023-07-27,27,7,July,3,2023,Thursday,30,False
20230728,2023-07-28,28,7,July,3,2023,Friday,30,False
20230729,2023-07-29,29,7,July,3,2023,Saturday,30,True
20230730,2023-07-30,30,7,July,3,2023,Sunday,30,True
20230731,2023-07-31,31,7,July,3,2023,Monday,31,False
20230801,2023-08-01,1,8,August,3,2023,Tuesday,31,False
20230802,2023-08-02,2,8,August,3,2023,Wednesday,31,False
20230803,2023-08-03,3,8,August,3,2023,Thursday,31,False
20230804,2023-08-04,4,8,August,3,2023,Friday,31,False
20230805,2023-08-05,5,8,August,3,2023,Saturday,31,True
20230806,2023-08-06,6,8,August,3,2023,Sunday,31,True
20230807,2023-08-07,7,8,August,3,2023,Monday,32,False
20230808,2023-08-08,8,8,August,3,2023,Tuesday,32,False
20230809,2023-08-09,9,8,August,3,2023,Wednesday,32,False
20230810,2023-08-10,10,8,August,3,2023,Thursday,32,False
20230811,2023-08-11,11,8,August,3,2023,Friday,32,False
20230812,2023-08-12,12,8,August,3,2023,Saturday,32,True
20230813,2023-08-13,13,8,August,3,2023,Sunday,32,True
20230814,2023-08-14,14,8,August,3,2023,Monday,33,False
20230815,2023-08-15,15,8,August,3,2023,Tuesday,33,False
20230816,2023-08-16,16,8,August,3,2023,Wednesday,33,False
20230817,2023-08-17,17,8,August,3,2023,Thursday,33,False
20230818,2023-08-18,18,8,August,3,2023,Friday,33,False
20230819,2023-08-19,19,8,August,3,2023,Saturday,33,True
20230820,2023-08-20,20,8,August,3,2023,Sunday,33,True
20230821,2023-08-21,21,8,August,3,2023,Monday,34,False
20230822,2023-08-22,22,8,August,3,2023,Tuesday,34,False
20230823,2023-08-23,23,8,August,3,2023,Wednesday,34,False
20230824,2023-08-24,24,8,August,3,2023,Thursday,34,False
20230825,2023-08-25,25,8,August,3,2023,Friday,34,False
20230826,2023-08-26,26,8,August,3,2023,Saturday,34,True
20230827,2023-08-27,27,8,August,3,2023,Sunday,34,True
20230828,2023-08-28,28,8,August,3,2023,Monday,35,False
20230829,2023-08-29,29,8,August,3,2023,Tuesday,35,False
20230830,2023-08-30,30,8,August,3,2023,Wednesday,35,False
20230831,2023-08-31,31,8,August,3,2023,Thursday,35,False
20230901,2023-09-01,1,9,September,3,2023,Friday,35,False
20230902,2023-09-02,2,9,September,3,2023,Saturday,35,True
20230903,2023-09-03,3,9,September,3,2023,Sunday,35,True
20230904,2023-09-04,4,9,September,3,2023,Monday,36,False
20230905,2023-09-05,5,9,September,3,2023,Tuesday,36,False
20230906,2023-09-06,6,9,September,3,2023,Wednesday,36,False
20230907,2023-09-07,7,9,September,3,2023,Thursday,36,False
20230908,2023-09-08,8,9,September,3,2023,Friday,36,False
20230909,2023-09-09,9,9,September,3,2023,Saturday,36,True
20230910,2023-09-10,10,9,September,3,2023,Sunday,36,True
20230911,2023-09-11,11,9,September,3,2023,Monday,37,False
20230912,2023-09-12,12,9,September,3,2023,Tuesday,37,False
20230913,2023-09-13,13,9,September,3,2023,Wednesday,37,False
20230914,2023-09-14,14,9,September,3,2023,Thursday,37,False
20230915,2023-09-15,15,9,September,3,2023,Friday,37,False
20230916,2023-09-16,16,9,September,3,2023,Saturday,37,True
20230917,2023-09-17,17,9,September,3,2023,Sunday,37,True
20230918,2023-09-18,18,9,September,3,2023,Monday,38,False
20230919,2023-09-19,19,9,September,3,2023,Tuesday,38,False
20230920,2023-09-20,20,9,September,3,2023,Wednesday,38,False
20230921,2023-09-21,21,9,September,3,2023,Thursday,38,False
20230922,2023-09-22,22,9,September,3,2023,Friday,38,False
20230923,2023-09-23,23,9,September,3,2023,Saturday,38,True
20230924,2023-09-24,24,9,September,3,2023,Sunday,38,True
20230925,2023-09-25,25,9,September,3,2023,Monday,39,False
20230926,2023-09-26,26,9,September,3,2023,Tuesday,39,False
20230927,2023-09-27,27,9,September,3,2023,Wednesday,39,False
20230928,2023-09-28,28,9,September,3,2023,Thursday,39,False
20230929,2023-09-29,29,9,September,3,2023,Friday,39,False
20230930,2023-09-30,30,9,September,3,2023,Saturday,39,True
20231001,2023-10-01,1,10,October,4,2023,Sunday,39,True
20231002,2023-10-02,2,10,October,4,2023,Monday,40,False
20231003,2023-10-03,3,10,October,4,2023,Tuesday,40,False
20231004,2023-10-04,4,10,October,4,2023,Wednesday,40,False
20231005,2023-10-05,5,10,October,4,2023,Thursday,40,False
20231006,2023-10-06,6,10,October,4,2023,Friday,40,False
20231007,2023-10-07,7,10,October,4,2023,Saturday,40,True
20231008,2023-10-08,8,10,October,4,2023,Sunday,40,True
20231009,2023-10-09,9,10,October,4,2023,Monday,41,False
20231010,2023-10-10,10,10,October,4,2023,Tuesday,41,False
20231011,2023-10-11,11,10,October,4,2023,Wednesday,41,False
20231012,2023-10-12,12,10,October,4,2023,Thursday,41,False
20231013,2023-10-13,13,10,October,4,2023,Friday,41,False
20231014,2023-10-14,14,10,October,4,2023,Saturday,41,True
20231015,2023-10-15,15,10,October,4,2023,Sunday,41,True
20231016,2023-10-16,16,10,October,4,2023,Monday,42,False
20231017,2023-10-17,17,10,October,4,2023,Tuesday,42,False
20231018,2023-10-18,18,10,October,4,2023,Wednesday,42,False
20231019,2023-10-19,19,10,October,4,2023,Thursday,42,False
20231020,2023-10-20,20,10,October,4,2023,Friday,42,False
20231021,2023-10-21,21,10,October,4,2023,Saturday,42,True
20231022,2023-10-22,22,10,October,4,2023,Sunday,42,True
20231023,2023-10-23,23,10,October,4,2023,Monday,43,False
20231024,2023-10-24,24,10,October,4,2023,Tuesday,43,False
20231025,2023-10-25,25,10,October,4,2023,Wednesday,43,False
20231026,2023-10-26,26,10,October,4,2023,Thursday,43,False
20231027,2023-10-27,27,10,October,4,2023,Friday,43,False
20231028,2023-10-28,28,10,October,4,2023,Saturday,43,True
20231029,2023-10-29,29,10,October,4,2023,Sunday,43,True
20231030,2023-10-30,30,10,October,4,2023,Monday,44,False
20231031,2023-10-31,31,10,October,4,2023,Tuesday,44,False
20231101,2023-11-01,1,11,November,4,2023,Wednesday,44,False
20231102,2023-11-02,2,11,November,4,2023,Thursday,44,False
20231103,2023-11-03,3,11,November,4,2023,Friday,44,False
20231104,2023-11-04,4,11,November,4,2023,Saturday,44,True
20231105,2023-11-05,5,11,November,4,2023,Sunday,44,True
20231106,2023-11-06,6,11,November,4,2023,Monday,45,False
20231107,2023-11-07,7,11,November,4,2023,Tuesday,45,False
20231108,2023-11-08,8,11,November,4,2023,Wednesday,45,False
20231109,2023-11-09,9,11,November,4,2023,Thursday,45,False
20231110,2023-11-10,10,11,November,4,2023,Friday,45,False
20231111,2023-11-11,11,11,November,4,2023,Saturday,45,True
20231112,2023-11-12,12,11,November,4,2023,Sunday,45,True
20231113,2023-11-13,13,11,November,4,2023,Monday,46,False
20231114,2023-11-14,14,11,November,4,2023,Tuesday,46,False
20231115,2023-11-15,15,11,November,4,2023,Wednesday,46,False
20231116,2023-11-16,16,11,November,4,2023,Thursday,46,False
20231117,2023-11-17,17,11,November,4,2023,Friday,46,False
20231118,2023-11-18,18,11,November,4,2023,Saturday,46,True
20231119,2023-11-19,19,11,November,4,2023,Sunday,46,True
20231120,2023-11-20,20,11,November,4,2023,Monday,47,False
20231121,2023-11-21,21,11,November,4,2023,Tuesday,47,False
20231122,2023-11-22,22,11,November,4,2023,Wednesday,47,False
20231123,2023-11-23,23,11,November,4,2023,Thursday,47,False
20231124,2023-11-24,24,11,November,4,2023,Friday,47,False
20231125,2023-11-25,25,11,November,4,2023,Saturday,47,True
20231126,2023-11-26,26,11,November,4,2023,Sunday,47,True
20231127,2023-11-27,27,11,November,4,2023,Monday,48,False
20231128,2023-11-28,28,11,November,4,2023,Tuesday,48,False
20231129,2023-11-29,29,11,November,4,2023,Wednesday,48,False
20231130,2023-11-30,30,11,November,4,2023,Thursday,48,False
20231201,2023-12-01,1,12,December,4,2023,Friday,48,False
20231202,2023-12-02,2,12,December,4,2023,Saturday,48,True
20231203,2023-12-03,3,12,December,4,2023,Sunday,48,True
20231204,2023-12-04,4,12,December,4,2023,Monday,49,False
20231205,2023-12-05,5,12,December,4,2023,Tuesday,49,False
20231206,2023-12-06,6,12,December,4,2023,Wednesday,49,False
20231207,2023-12-07,7,12,December,4,2023,Thursday,49,False
20231208,2023-12-08,8,12,December,4,2023,Friday,49,False
20231209,2023-12-09,9,12,December,4,2023,Saturday,49,True
20231210,2023-12-10,10,12,December,4,2023,Sunday,49,True
20231211,2023-12-11,11,12,December,4,2023,Monday,50,False
20231212,2023-12-12,12,12,December,4,2023,Tuesday,50,False
20231213,2023-12-13,13,12,December,4,2023,Wednesday,50,False
20231214,2023-12-14,14,12,December,4,2023,Thursday,50,False
20231215,2023-12-15,15,12,December,4,2023,Friday,50,False
20231216,2023-12-16,16,12,December,4,2023,Saturday,50,True
20231217,2023-12-17,17,12,December,4,2023,Sunday,50,True
20231218,2023-12-18,18,12,December,4,2023,Monday,51,False
20231219,2023-12-19,19,12,December,4,2023,Tuesday,51,False
20231220,2023-12-20,20,12,December,4,2023,Wednesday,51,False
20231221,2023-12-21,21,12,December,4,2023,Thursday,51,False
20231222,2023-12-22,22,12,December,4,2023,Friday,51,False
20231223,2023-12-23,23,12,December,4,2023,Saturday,51,True
20231224,2023-12-24,24,12,December,4,2023,Sunday,51,True
20231225,2023-12-25,25,12,December,4,2023,Monday,52,False
20231226,2023-12-26,26,12,December,4,2023,Tuesday,52,False
20231227,2023-12-27,27,12,December,4,2023,Wednesday,52,False
20231228,2023-12-28,28,12,December,4,2023,Thursday,52,False
20231229,2023-12-29,29,12,December,4,2023,Friday,52,False
20231230,2023-12-30,30,12,December,4,2023,Saturday,52,True
20231231,2023-12-31,31,12,December,4,2023,Sunday,52,True
20240101,2024-01-01,1,1,January,1,2024,Monday,1,False
20240102,2024-01-02,2,1,January,1,2024,Tuesday,1,False
20240103,2024-01-03,3,1,January,1,2024,Wednesday,1,False
20240104,2024-01-04,4,1,January,1,2024,Thursday,1,False
20240105,2024-01-05,5,1,January,1,2024,Friday,1,False
20240106,2024-01-06,6,1,January,1,2024,Saturday,1,True
20240107,2024-01-07,7,1,January,1,2024,Sunday,1,True
20240108,2024-01-08,8,1,January,1,2024,Monday,2,False
20240109,2024-01-09,9,1,January,1,2024,Tuesday,2,False
20240110,2024-01-10,10,1,January,1,2024,Wednesday,2,False
20240111,2024-01-11,11,1,January,1,2024,Thursday,2,False
20240112,2024-01-12,12,1,January,1,2024,Friday,2,False
20240113,2024-01-13,13,1,January,1,2024,Saturday,2,True
20240114,2024-01-14,14,1,January,1,2024,Sunday,2,True
20240115,2024-01-15,15,1,January,1,2024,Monday,3,False
20240116,2024-01-16,16,1,January,1,2024,Tuesday,3,False
20240117,2024-01-17,17,1,January,1,2024,Wednesday,3,False
20240118,2024-01-18,18,1,January,1,2024,Thursday,3,False
20240119,2024-01-19,19,1,January,1,2024,Friday,3,False
20240120,2024-01-20,20,1,January,1,2024,Saturday,3,True
20240121,2024-01-21,21,1,January,1,2024,Sunday,3,True
20240122,2024-01-22,22,1,January,1,2024,Monday,4,False
20240123,2024-01-23,23,1,January,1,2024,Tuesday,4,False
20240124,2024-01-24,24,1,January,1,2024,Wednesday,4,False
20240125,2024-01-25,25,1,January,1,2024,Thursday,4,False
20240126,2024-01-26,26,1,January,1,2024,Friday,4,False
20240127,2024-01-27,27,1,January,1,2024,Saturday,4,True
20240128,2024-01-28,28,1,January,1,2024,Sunday,4,True
20240129,2024-01-29,29,1,January,1,2024,Monday,5,False
20240130,2024-01-30,30,1,January,1,2024,Tuesday,5,False
20240131,2024-01-31,31,1,January,1,2024,Wednesday,5,False
20240201,2024-02-01,1,2,February,1,2024,Thursday,5,False
20240202,2024-02-02,2,2,February,1,2024,Friday,5,False
20240203,2024-02-03,3,2,February,1,2024,Saturday,5,True
20240204,2024-02-04,4,2,February,1,2024,Sunday,5,True
20240205,2024-02-05,5,2,February,1,2024,Monday,6,False
20240206,2024-02-06,6,2,February,1,2024,Tuesday,6,False
20240207,2024-02-07,7,2,February,1,2024,Wednesday,6,False
20240208,2024-02-08,8,2,February,1,2024,Thursday,6,False
20240209,2024-02-09,9,2,February,1,2024,Friday,6,False
20240210,2024-02-10,10,2,February,1,2024,Saturday,6,True
20240211,2024-02-11,11,2,February,1,2024,Sunday,6,True
20240212,2024-02-12,12,2,February,1,2024,Monday,7,False
20240213,2024-02-13,13,2,February,1,2024,Tuesday,7,False
20240214,2024-02-14,14,2,February,1,2024,Wednesday,7,False
20240215,2024-02-15,15,2,February,1,2024,Thursday,7,False
20240216,2024-02-16,16,2,February,1,2024,Friday,7,False
20240217,2024-02-17,17,2,February,1,2024,Saturday,7,True
20240218,2024-02-18,18,2,February,1,2024,Sunday,7,True
20240219,2024-02-19,19,2,February,1,2024,Monday,8,False
20240220,2024-02-20,20,2,February,1,2024,Tuesday,8,False
20240221,2024-02-21,21,2,February,1,2024,Wednesday,8,False
20240222,2024-02-22,22,2,February,1,2024,Thursday,8,False
20240223,2024-02-23,23,2,February,1,2024,Friday,8,False
20240224,2024-02-24,24,2,February,1,2024,Saturday,8,True
20240225,2024-02-25,25,2,February,1,2024,Sunday,8,True
20240226,2024-02-26,26,2,February,1,2024,Monday,9,False
20240227,2024-02-27,27,2,February,1,2024,Tuesday,9,False
20240228,2024-02-28,28,2,February,1,2024,Wednesday,9,False
20240229,2024-02-29,29,2,February,1,2024,Thursday,9,False
20240301,2024-03-01,1,3,March,1,2024,Friday,9,False
20240302,2024-03-02,2,3,March,1,2024,Saturday,9,True
20240303,2024-03-03,3,3,March,1,2024,Sunday,9,True
20240304,2024-03-04,4,3,March,1,2024,Monday,10,False
20240305,2024-03-05,5,3,March,1,2024,Tuesday,10,False
20240306,2024-03-06,6,3,March,1,2024,Wednesday,10,False
20240307,2024-03-07,7,3,March,1,2024,Thursday,10,False
20240308,2024-03-08,8,3,March,1,2024,Friday,10,False
20240309,2024-03-09,9,3,March,1,2024,Saturday,10,True
20240310,2024-03-10,10,3,March,1,2024,Sunday,10,True
20240311,2024-03-11,11,3,March,1,2024,Monday,11,False
20240312,2024-03-12,12,3,March,1,2024,Tuesday,11,False
20240313,2024-03-13,13,3,March,1,2024,Wednesday,11,False
20240314,2024-03-14,14,3,March,1,2024,Thursday,11,False
20240315,2024-03-15,15,3,March,1,2024,Friday,11,False
20240316,2024-03-16,16,3,March,1,2024,Saturday,11,True
20240317,2024-03-17,17,3,March,1,2024,Sunday,11,True
20240318,2024-03-18,18,3,March,1,2024,Monday,12,False
20240319,2024-03-19,19,3,March,1,2024,Tuesday,12,False
20240320,2024-03-20,20,3,March,1,2024,Wednesday,12,False
20240321,2024-03-21,21,3,March,1,2024,Thursday,12,False
20240322,2024-03-22,22,3,March,1,2024,Friday,12,False
20240323,2024-03-23,23,3,March,1,2024,Saturday,12,True
20240324,2024-03-24,24,3,March,1,2024,Sunday,12,True
